description,icon,temp,temp_min,temp_max,humidity,dt
"broken clouds",04n,10,10,11,81,"2021-03-14 18:56:57"
"broken clouds",04n,10,10,11,81,"2021-03-14 18:45:13"
"broken clouds",04n,10,9,11,81,"2021-03-14 18:26:47"
"light intensity drizzle",09d,10,9,11,81,"2021-03-14 18:11:12"
"light intensity drizzle",09d,10,10,11,81,"2021-03-14 17:58:31"
"light intensity drizzle",09d,10,10,11,81,"2021-03-14 17:43:28"
"broken clouds",04d,10,10,11,81,"2021-03-14 17:26:32"
"broken clouds",04d,11,10,11,81,"2021-03-14 17:15:12"
"broken clouds",04d,11,10,11,81,"2021-03-14 17:00:12"
"broken clouds",04d,11,10,11,81,"2021-03-14 16:41:46"
"broken clouds",04d,11,10,11,81,"2021-03-14 16:30:03"
"broken clouds",04d,11,10,11,81,"2021-03-14 16:15:11"
"broken clouds",04d,10,10,11,81,"2021-03-14 15:55:47"
"broken clouds",04d,10,10,11,81,"2021-03-14 15:44:40"
"broken clouds",04d,10,10,11,81,"2021-03-14 15:30:11"
"broken clouds",04d,10,9,11,81,"2021-03-14 15:13:42"
"light rain",10d,10,10,11,81,"2021-03-14 15:00:10"
"broken clouds",04d,10,9,11,81,"2021-03-14 14:45:09"
"light rain",10d,10,9,10,81,"2021-03-14 14:30:02"
"light rain",10d,9,8,10,87,"2021-03-14 14:15:09"
"broken clouds",04d,9,8,9,87,"2021-03-14 13:58:06"
"broken clouds",04d,9,8,10,87,"2021-03-14 13:44:01"
"broken clouds",04d,9,8,9,93,"2021-03-14 13:25:09"
"light intensity drizzle",09d,8,7,9,87,"2021-03-14 13:15:08"
"light rain",10d,8,7,9,87,"2021-03-14 12:58:56"
"light intensity drizzle",09d,8,7,9,87,"2021-03-14 12:45:03"
"light intensity drizzle",09d,8,7,9,93,"2021-03-14 12:27:47"
"light rain",10d,7,6,8,87,"2021-03-14 12:14:46"
"broken clouds",04d,7,7,8,87,"2021-03-14 11:58:18"
"broken clouds",04d,7,6,8,87,"2021-03-14 11:45:03"
"light rain",10d,7,6,7,87,"2021-03-14 11:26:21"
"moderate rain",10d,7,7,7,76,"2021-03-14 11:15:07"
"light rain",10d,7,6,7,87,"2021-03-14 10:56:43"
"light rain",10d,7,7,7,76,"2021-03-14 10:40:11"
"light rain",10d,7,7,8,76,"2021-03-14 10:25:13"
"light rain",10d,7,6,8,76,"2021-03-14 10:12:26"
"broken clouds",04d,7,6,8,76,"2021-03-14 09:55:48"
"broken clouds",04d,7,6,8,76,"2021-03-14 09:45:03"
"broken clouds",04d,6,5,8,81,"2021-03-14 09:29:24"
"overcast clouds",04d,6,5,7,87,"2021-03-14 09:14:39"
"overcast clouds",04d,6,5,7,87,"2021-03-14 08:58:03"
"overcast clouds",04d,6,5,7,87,"2021-03-14 08:43:25"
"broken clouds",04d,5,4,6,87,"2021-03-14 08:25:54"
"broken clouds",04d,5,4,6,93,"2021-03-14 08:11:39"
"broken clouds",04d,5,4,6,93,"2021-03-14 08:00:03"
"broken clouds",04d,5,4,6,93,"2021-03-14 07:44:57"
"broken clouds",04d,5,4,6,87,"2021-03-14 07:30:05"
"scattered clouds",03d,5,4,6,87,"2021-03-14 07:15:02"
"scattered clouds",03d,5,4,5,87,"2021-03-14 07:00:05"
"scattered clouds",03n,5,4,5,93,"2021-03-14 06:41:03"
"scattered clouds",03n,5,4,5,93,"2021-03-14 06:30:03"
"scattered clouds",03n,4,4,5,93,"2021-03-14 06:15:01"
"scattered clouds",03n,5,4,5,87,"2021-03-14 06:00:01"
"scattered clouds",03n,5,4,5,87,"2021-03-14 05:45:00"
"scattered clouds",03n,4,4,5,87,"2021-03-14 05:26:36"
"few clouds",02n,4,4,5,87,"2021-03-14 05:12:40"
"few clouds",02n,4,4,5,87,"2021-03-14 04:59:59"
"few clouds",02n,4,4,5,93,"2021-03-14 04:41:34"
"few clouds",02n,5,4,5,93,"2021-03-14 04:29:59"
"few clouds",02n,5,4,5,93,"2021-03-14 04:14:59"
"few clouds",02n,5,4,5,93,"2021-03-14 03:57:55"
"few clouds",02n,5,4,6,93,"2021-03-14 03:44:45"
"few clouds",02n,5,4,6,93,"2021-03-14 03:27:28"
"few clouds",02n,5,4,6,93,"2021-03-14 03:14:58"
"few clouds",02n,5,4,6,93,"2021-03-14 02:59:58"
"few clouds",02n,5,4,6,87,"2021-03-14 02:40:09"
"few clouds",02n,5,4,6,87,"2021-03-14 02:26:32"
"few clouds",02n,5,4,6,87,"2021-03-14 02:14:57"
"few clouds",02n,5,4,6,87,"2021-03-14 01:57:17"
"few clouds",02n,5,4,5,87,"2021-03-14 01:44:57"
"scattered clouds",03n,5,5,6,87,"2021-03-14 01:26:31"
"scattered clouds",03n,5,5,6,87,"2021-03-14 01:14:56"
"scattered clouds",03n,5,5,6,87,"2021-03-14 00:59:10"
"scattered clouds",03n,5,5,6,87,"2021-03-14 00:43:06"
"scattered clouds",03n,5,5,6,87,"2021-03-14 00:25:36"
"light rain",10n,5,5,6,87,"2021-03-14 00:14:50"
"scattered clouds",03n,5,5,6,87,"2021-03-13 23:57:46"
"scattered clouds",03n,5,4,6,87,"2021-03-13 23:44:55"
"broken clouds",04n,5,5,6,87,"2021-03-13 23:26:29"
"broken clouds",04n,5,5,6,87,"2021-03-13 23:10:23"
"broken clouds",04n,5,5,6,87,"2021-03-13 22:59:55"
"light rain",10n,5,5,6,87,"2021-03-13 22:40:51"
"broken clouds",04n,5,5,6,87,"2021-03-13 22:26:28"
"light rain",10n,5,4,6,87,"2021-03-13 22:11:04"
"broken clouds",04n,5,5,6,87,"2021-03-13 21:59:54"
"light rain",10n,5,5,6,87,"2021-03-13 21:44:54"
"moderate rain",10n,5,4,6,93,"2021-03-13 21:27:24"
"light rain",10n,5,4,6,93,"2021-03-13 21:14:53"
"moderate rain",10n,5,4,6,87,"2021-03-13 20:56:05"
"moderate rain",10n,5,4,6,87,"2021-03-13 20:44:53"
"light rain",10n,5,5,6,87,"2021-03-13 20:29:52"
"broken clouds",04n,5,5,6,87,"2021-03-13 20:10:16"
"light rain",10n,5,5,6,87,"2021-03-13 19:55:07"
"moderate rain",10n,5,5,6,87,"2021-03-13 19:44:52"
"moderate rain",10n,6,5,6,87,"2021-03-13 19:27:56"
"broken clouds",04n,6,5,6,87,"2021-03-13 19:14:51"
"moderate rain",10n,5,5,6,87,"2021-03-13 18:59:51"
"light rain",10n,5,5,6,87,"2021-03-13 18:44:51"
"broken clouds",04n,5,5,6,87,"2021-03-13 18:29:51"
"broken clouds",04d,6,5,7,81,"2021-03-13 18:11:59"
"light rain",10d,6,6,7,81,"2021-03-13 17:59:50"
"broken clouds",04d,6,6,7,75,"2021-03-13 17:41:28"
"broken clouds",04d,6,6,7,75,"2021-03-13 17:27:49"
"broken clouds",04d,6,5,7,87,"2021-03-13 17:14:48"
"broken clouds",04d,6,5,7,87,"2021-03-13 16:55:04"
"broken clouds",04d,7,6,7,75,"2021-03-13 16:43:09"
"broken clouds",04d,7,6,7,65,"2021-03-13 16:29:49"
"light rain",10d,7,7,8,65,"2021-03-13 16:10:44"
"broken clouds",04d,7,7,8,65,"2021-03-13 15:59:09"
"broken clouds",04d,7,7,8,65,"2021-03-13 15:44:49"
"broken clouds",04d,7,7,9,65,"2021-03-13 15:29:48"
"broken clouds",04d,7,7,8,65,"2021-03-13 15:09:50"
"broken clouds",04d,7,7,8,65,"2021-03-13 14:59:23"
"broken clouds",04d,7,7,8,65,"2021-03-13 14:44:46"
"scattered clouds",03d,7,7,8,65,"2021-03-13 14:29:46"
"scattered clouds",03d,8,7,9,61,"2021-03-13 14:14:46"
"scattered clouds",03d,7,7,9,61,"2021-03-13 13:59:25"
"scattered clouds",03d,7,7,8,61,"2021-03-13 13:41:19"
"scattered clouds",03d,7,7,8,61,"2021-03-13 13:27:46"
"scattered clouds",03d,7,6,9,61,"2021-03-13 13:11:18"
"scattered clouds",03d,7,6,8,61,"2021-03-13 12:59:45"
"scattered clouds",03d,7,6,8,70,"2021-03-13 12:41:18"
"scattered clouds",03d,7,6,8,70,"2021-03-13 12:28:54"
"scattered clouds",03d,6,5,8,70,"2021-03-13 12:11:17"
"scattered clouds",03d,6,5,7,70,"2021-03-13 11:59:05"
"scattered clouds",03d,6,5,7,70,"2021-03-13 11:43:54"
"scattered clouds",03d,6,5,7,75,"2021-03-13 11:29:44"
"scattered clouds",03d,5,5,6,70,"2021-03-13 11:14:44"
"scattered clouds",03d,5,4,6,70,"2021-03-13 10:56:15"
"scattered clouds",03d,5,4,6,70,"2021-03-13 10:42:37"
"scattered clouds",03d,5,4,6,75,"2021-03-13 10:29:43"
"scattered clouds",03d,5,4,6,70,"2021-03-13 10:14:43"
"scattered clouds",03d,5,4,6,70,"2021-03-13 09:59:15"
"scattered clouds",03d,5,4,6,70,"2021-03-13 09:44:42"
"scattered clouds",03d,5,3,6,81,"2021-03-13 09:26:06"
"scattered clouds",03d,4,3,6,81,"2021-03-13 09:14:42"
"scattered clouds",03d,4,3,6,81,"2021-03-13 08:59:41"
"scattered clouds",03d,4,3,4,81,"2021-03-13 08:44:07"
"broken clouds",04d,4,3,4,87,"2021-03-13 08:29:41"
"scattered clouds",03d,4,3,4,87,"2021-03-13 08:14:41"
"scattered clouds",03d,3,3,4,87,"2021-03-13 07:57:41"
"scattered clouds",03d,3,3,4,87,"2021-03-13 07:44:40"
"scattered clouds",03d,3,3,4,87,"2021-03-13 07:29:40"
"scattered clouds",03d,3,3,4,87,"2021-03-13 07:14:30"
"scattered clouds",03d,3,3,4,87,"2021-03-13 06:58:33"
"scattered clouds",03d,3,3,4,87,"2021-03-13 06:44:39"
"broken clouds",04n,4,3,4,87,"2021-03-13 06:24:57"
"broken clouds",04n,4,3,4,87,"2021-03-13 06:13:15"
"broken clouds",04n,4,3,4,87,"2021-03-13 05:56:09"
"broken clouds",04n,3,3,4,87,"2021-03-13 05:41:30"
"broken clouds",04n,3,3,4,87,"2021-03-13 05:29:39"
"broken clouds",04n,4,3,4,87,"2021-03-13 05:14:38"
"broken clouds",04n,4,3,4,87,"2021-03-13 04:58:19"
"broken clouds",04n,4,3,4,87,"2021-03-13 04:43:52"
"broken clouds",04n,4,3,4,87,"2021-03-13 04:29:38"
"broken clouds",04n,4,4,4,87,"2021-03-13 04:14:38"
"light rain",10n,4,4,4,87,"2021-03-13 03:58:12"
"broken clouds",04n,4,3,4,81,"2021-03-13 03:41:06"
"broken clouds",04n,4,3,4,81,"2021-03-13 03:29:37"
"broken clouds",04n,4,4,5,87,"2021-03-13 03:14:37"
"broken clouds",04n,4,4,4,87,"2021-03-13 02:55:05"
"broken clouds",04n,4,3,4,87,"2021-03-13 02:44:36"
"broken clouds",04n,4,4,4,87,"2021-03-13 02:29:36"
"broken clouds",04n,4,3,4,87,"2021-03-13 02:10:23"
"broken clouds",04n,4,3,4,87,"2021-03-13 01:54:41"
"broken clouds",04n,4,3,4,87,"2021-03-13 01:44:35"
"broken clouds",04n,4,3,4,87,"2021-03-13 01:29:35"
"broken clouds",04n,4,3,4,87,"2021-03-13 01:14:19"
"broken clouds",04n,4,3,4,87,"2021-03-13 00:55:04"
"scattered clouds",03n,4,3,4,81,"2021-03-13 00:40:14"
"scattered clouds",03n,4,3,4,81,"2021-03-13 00:27:49"
"broken clouds",04n,4,3,4,81,"2021-03-13 00:12:10"
"broken clouds",04n,4,3,4,81,"2021-03-12 23:57:34"
"broken clouds",04n,4,3,4,81,"2021-03-12 23:43:45"
"broken clouds",04n,4,3,4,87,"2021-03-12 23:25:01"
"broken clouds",04n,4,3,4,87,"2021-03-12 23:12:41"
"broken clouds",04n,4,3,4,87,"2021-03-12 22:59:34"
"broken clouds",04n,4,4,5,87,"2021-03-12 22:42:44"
"broken clouds",04n,4,4,5,87,"2021-03-12 22:29:33"
"broken clouds",04n,4,4,5,93,"2021-03-12 22:10:59"
"broken clouds",04n,4,4,5,93,"2021-03-12 21:57:24"
"broken clouds",04n,5,4,5,93,"2021-03-12 21:42:30"
"light rain",10n,5,4,6,87,"2021-03-12 21:29:32"
"light rain",10n,5,4,6,87,"2021-03-12 21:14:32"
"light rain",10n,6,5,7,81,"2021-03-12 20:55:04"
"light rain",10n,6,6,7,81,"2021-03-12 20:42:55"
"light rain",10n,6,6,7,81,"2021-03-12 20:27:39"
"broken clouds",04n,6,6,7,81,"2021-03-12 20:12:36"
"broken clouds",04n,6,6,7,81,"2021-03-12 19:54:49"
"broken clouds",04n,6,6,7,81,"2021-03-12 19:42:27"
"broken clouds",04n,6,6,7,87,"2021-03-12 19:28:48"
"broken clouds",04n,6,6,7,87,"2021-03-12 19:13:23"
"broken clouds",04n,6,6,7,87,"2021-03-12 18:59:31"
"broken clouds",04n,6,6,7,87,"2021-03-12 18:44:31"
"overcast clouds",04n,6,5,7,81,"2021-03-12 18:25:42"
"overcast clouds",04d,6,5,7,81,"2021-03-12 18:14:17"
"moderate rain",10d,7,6,8,76,"2021-03-12 17:55:02"
"moderate rain",10d,7,7,8,70,"2021-03-12 17:40:22"
"light rain",10d,7,7,8,70,"2021-03-12 17:24:58"
"light rain",10d,7,7,8,70,"2021-03-12 17:14:30"
"broken clouds",04d,7,7,8,70,"2021-03-12 16:59:29"
"broken clouds",04d,7,7,8,70,"2021-03-12 16:40:10"
"broken clouds",04d,7,7,8,70,"2021-03-12 16:27:45"
"broken clouds",04d,8,7,8,66,"2021-03-12 16:10:20"
"broken clouds",04d,8,7,8,66,"2021-03-12 15:57:47"
"broken clouds",04d,8,7,8,66,"2021-03-12 15:44:29"
"broken clouds",04d,8,7,8,71,"2021-03-12 15:26:56"
"broken clouds",04d,8,7,8,71,"2021-03-12 15:14:28"
"broken clouds",04d,8,7,8,70,"2021-03-12 14:55:01"
"broken clouds",04d,8,7,8,70,"2021-03-12 14:44:28"
"broken clouds",04d,7,7,8,70,"2021-03-12 14:25:52"
"broken clouds",04d,8,7,8,70,"2021-03-12 14:14:27"
"broken clouds",04d,7,7,8,70,"2021-03-12 13:59:27"
"broken clouds",04d,7,6,8,70,"2021-03-12 13:44:27"
"broken clouds",04d,8,7,8,66,"2021-03-12 13:25:26"
"broken clouds",04d,8,7,8,66,"2021-03-12 13:13:10"
"broken clouds",04d,8,7,8,61,"2021-03-12 12:55:51"
"broken clouds",04d,8,7,8,65,"2021-03-12 12:40:40"
"broken clouds",04d,8,7,8,65,"2021-03-12 12:25:50"
"broken clouds",04d,8,7,8,65,"2021-03-12 12:09:32"
"broken clouds",04d,8,7,8,65,"2021-03-12 11:59:08"
"broken clouds",04d,8,7,8,70,"2021-03-12 11:41:27"
"broken clouds",04d,7,7,8,70,"2021-03-12 11:29:25"
"broken clouds",04d,7,6,8,75,"2021-03-12 11:10:21"
"broken clouds",04d,7,6,8,75,"2021-03-12 10:55:04"
"broken clouds",04d,7,6,7,75,"2021-03-12 10:44:11"
"broken clouds",04d,6,5,7,75,"2021-03-12 10:27:46"
"scattered clouds",03d,6,5,7,81,"2021-03-12 10:14:10"
"scattered clouds",03d,6,5,6,81,"2021-03-12 09:58:58"
"scattered clouds",03d,6,5,6,81,"2021-03-12 09:43:19"
"broken clouds",04d,5,4,6,87,"2021-03-12 09:25:46"
"scattered clouds",03d,5,4,6,87,"2021-03-12 09:14:06"
"scattered clouds",03d,4,4,4,87,"2021-03-12 08:55:16"
"scattered clouds",03d,4,3,5,87,"2021-03-12 08:43:36"
"scattered clouds",03d,4,3,5,87,"2021-03-12 08:25:01"
"scattered clouds",03d,4,3,5,87,"2021-03-12 08:14:24"
"scattered clouds",03d,4,3,5,87,"2021-03-12 07:55:03"
"scattered clouds",03d,4,2,4,93,"2021-03-12 07:41:27"
"scattered clouds",03d,4,3,4,87,"2021-03-12 07:25:40"
"scattered clouds",03d,3,2,4,93,"2021-03-12 07:13:22"
"scattered clouds",03d,3,2,4,93,"2021-03-12 06:59:23"
"scattered clouds",03n,3,2,4,93,"2021-03-12 06:43:47"
"scattered clouds",03n,3,2,4,87,"2021-03-12 06:27:24"
"scattered clouds",03n,3,2,3,87,"2021-03-12 06:13:12"
"broken clouds",04n,2,2,3,93,"2021-03-12 05:59:22"
"broken clouds",04n,2,2,3,93,"2021-03-12 05:39:24"
"broken clouds",04n,2,2,3,93,"2021-03-12 05:25:42"
"broken clouds",04n,3,2,4,93,"2021-03-12 05:14:22"
"moderate rain",10n,3,3,4,93,"2021-03-12 04:59:21"
"heavy intensity rain",10n,4,3,4,93,"2021-03-12 04:42:52"
"light rain",10n,4,4,4,87,"2021-03-12 04:25:20"
"broken clouds",04n,4,4,5,93,"2021-03-12 04:10:40"
"light rain",10n,5,4,5,93,"2021-03-12 03:59:21"
"broken clouds",04n,4,4,5,93,"2021-03-12 03:44:05"
"broken clouds",04n,4,3,5,93,"2021-03-12 03:26:16"
"broken clouds",04n,4,4,5,87,"2021-03-12 03:10:39"
"broken clouds",04n,4,4,4,87,"2021-03-12 02:55:38"
"broken clouds",04n,4,4,4,87,"2021-03-12 02:44:20"
"light rain",10n,4,4,4,87,"2021-03-12 02:25:38"
"light rain",10n,4,3,4,87,"2021-03-12 02:12:06"
"moderate rain",10n,4,3,4,87,"2021-03-12 01:55:02"
"light rain",10n,4,3,4,93,"2021-03-12 01:40:37"
"broken clouds",04n,4,3,4,93,"2021-03-12 01:28:56"
"broken clouds",04n,4,3,4,81,"2021-03-12 01:11:25"
"broken clouds",04n,4,3,4,81,"2021-03-12 00:58:53"
"light rain",10n,4,3,4,87,"2021-03-12 00:41:17"
"light rain",10n,4,3,5,87,"2021-03-12 00:24:45"
"light rain",10n,4,4,6,81,"2021-03-12 00:10:34"
"light rain",10n,5,4,6,81,"2021-03-11 23:59:18"
"broken clouds",04n,5,4,5,81,"2021-03-11 23:39:30"
"broken clouds",04n,5,4,5,81,"2021-03-11 23:29:18"
"broken clouds",04n,5,4,5,81,"2021-03-11 23:10:01"
"broken clouds",04n,4,4,5,81,"2021-03-11 22:59:18"
"broken clouds",04n,5,4,5,81,"2021-03-11 22:41:26"
"broken clouds",04n,5,4,5,81,"2021-03-11 22:24:52"
"broken clouds",04n,5,4,5,81,"2021-03-11 22:10:32"
"broken clouds",04n,5,4,5,81,"2021-03-11 21:58:01"
"broken clouds",04n,5,4,5,81,"2021-03-11 21:43:46"
"scattered clouds",03n,5,4,5,81,"2021-03-11 21:24:59"
"scattered clouds",03n,5,4,5,81,"2021-03-11 21:11:47"
"scattered clouds",03n,5,4,5,81,"2021-03-11 20:59:16"
"broken clouds",04n,5,4,5,87,"2021-03-11 20:40:27"
"broken clouds",04n,5,4,5,87,"2021-03-11 20:29:16"
"broken clouds",04n,4,4,4,81,"2021-03-11 20:12:36"
"scattered clouds",03n,4,3,4,87,"2021-03-11 19:55:17"
"scattered clouds",03n,4,3,4,87,"2021-03-11 19:44:16"
"light rain",10n,4,3,4,87,"2021-03-11 19:29:15"
"moderate rain",10n,4,2,6,93,"2021-03-11 19:11:31"
"light rain",10n,4,2,6,93,"2021-03-11 18:57:07"
"broken clouds",04n,4,2,6,93,"2021-03-11 18:43:01"
"moderate rain",10n,6,5,7,75,"2021-03-11 18:29:15"
"light rain",10d,6,5,7,75,"2021-03-11 18:13:17"
"light rain",10d,7,6,7,65,"2021-03-11 17:57:36"
"scattered clouds",03d,7,6,7,65,"2021-03-11 17:39:15"
"scattered clouds",03d,7,6,8,65,"2021-03-11 17:29:14"
"scattered clouds",03d,7,6,8,65,"2021-03-11 17:13:03"
"scattered clouds",03d,7,6,8,65,"2021-03-11 16:56:12"
"scattered clouds",03d,7,6,8,65,"2021-03-11 16:44:13"
"scattered clouds",03d,7,7,8,70,"2021-03-11 16:24:42"
"scattered clouds",03d,7,6,8,81,"2021-03-11 16:12:07"
"scattered clouds",03d,6,6,7,81,"2021-03-11 15:57:04"
"few clouds",02d,6,4,7,87,"2021-03-11 15:42:09"
"scattered clouds",03d,6,6,7,81,"2021-03-11 15:29:12"
"scattered clouds",03d,5,3,6,87,"2021-03-11 15:10:10"
"scattered clouds",03d,4,3,5,87,"2021-03-11 14:59:12"
"moderate rain",10d,5,3,7,87,"2021-03-11 14:44:12"
"light rain",10d,7,6,8,75,"2021-03-11 14:25:21"
"broken clouds",04d,7,6,7,81,"2021-03-11 14:09:47"
"scattered clouds",03d,6,5,7,87,"2021-03-11 13:55:20"
"scattered clouds",03d,6,5,7,87,"2021-03-11 13:43:26"
"scattered clouds",03d,5,4,7,87,"2021-03-11 13:25:20"
"heavy intensity rain",10d,6,5,7,76,"2021-03-11 13:13:24"
"light rain",10d,7,6,8,76,"2021-03-11 12:59:11"
"light rain",10d,8,7,8,76,"2021-03-11 12:44:10"
"broken clouds",04d,7,7,8,70,"2021-03-11 12:29:10"
"scattered clouds",03d,7,7,8,65,"2021-03-11 12:14:09"
"scattered clouds",03d,7,6,7,65,"2021-03-11 11:57:25"
"broken clouds",04d,6,6,7,70,"2021-03-11 11:40:11"
"broken clouds",04d,7,7,8,70,"2021-03-11 11:27:30"
"scattered clouds",03d,7,6,8,70,"2021-03-11 11:14:09"
"scattered clouds",03d,7,6,8,70,"2021-03-11 10:54:27"
"scattered clouds",03d,6,6,7,70,"2021-03-11 10:44:08"
"broken clouds",04d,6,6,7,75,"2021-03-11 10:29:08"
"broken clouds",04d,6,6,7,75,"2021-03-11 10:10:16"
"broken clouds",04d,6,6,7,75,"2021-03-11 09:59:08"
"broken clouds",04d,6,6,7,75,"2021-03-11 09:44:07"
"broken clouds",04d,6,5,7,75,"2021-03-11 09:24:26"
"broken clouds",04d,6,6,6,75,"2021-03-11 09:14:07"
"broken clouds",04d,6,5,6,75,"2021-03-11 08:55:35"
"broken clouds",04d,6,5,7,75,"2021-03-11 08:43:48"
"broken clouds",04d,6,5,6,81,"2021-03-11 08:24:14"
"broken clouds",04d,6,5,6,81,"2021-03-11 08:14:06"
"broken clouds",04d,6,5,6,81,"2021-03-11 07:55:25"
"broken clouds",04d,6,5,6,75,"2021-03-11 07:39:13"
"broken clouds",04d,6,5,6,75,"2021-03-11 07:28:14"
"broken clouds",04d,6,5,7,75,"2021-03-11 07:14:05"
"broken clouds",04d,6,6,6,75,"2021-03-11 06:55:15"
"broken clouds",04n,6,5,7,75,"2021-03-11 06:44:05"
"scattered clouds",03n,6,5,7,75,"2021-03-11 06:29:05"
"scattered clouds",03n,6,5,7,75,"2021-03-11 06:12:34"
"scattered clouds",03n,6,6,7,75,"2021-03-11 05:54:50"
"scattered clouds",03n,6,6,7,75,"2021-03-11 05:42:39"
"broken clouds",04n,7,6,7,81,"2021-03-11 05:25:10"
"broken clouds",04n,7,6,7,87,"2021-03-11 05:14:04"
"broken clouds",04n,7,6,7,87,"2021-03-11 04:55:10"
"broken clouds",04n,7,7,7,87,"2021-03-11 04:39:15"
"broken clouds",04n,7,7,8,87,"2021-03-11 04:27:39"
"broken clouds",04n,8,7,9,87,"2021-03-11 04:10:38"
"broken clouds",04n,8,7,9,87,"2021-03-11 03:58:05"
"broken clouds",04n,9,8,9,87,"2021-03-11 03:39:37"
"broken clouds",04n,9,8,9,87,"2021-03-11 03:26:52"
"light rain",10n,9,8,9,93,"2021-03-11 03:14:03"
"light rain",10n,9,8,9,93,"2021-03-11 02:58:22"
"moderate rain",10n,9,8,9,87,"2021-03-11 02:40:35"
"broken clouds",04n,9,8,9,87,"2021-03-11 02:28:14"
"broken clouds",04n,9,8,9,87,"2021-03-11 02:14:02"
"light rain",10n,9,8,9,87,"2021-03-11 01:59:02"
"light rain",10n,9,8,9,87,"2021-03-11 01:43:04"
"broken clouds",04n,9,9,9,81,"2021-03-11 01:25:02"
"broken clouds",04n,9,9,9,76,"2021-03-11 01:10:05"
"broken clouds",04n,9,9,9,76,"2021-03-11 00:55:24"
"broken clouds",04n,9,9,9,76,"2021-03-11 00:42:58"
"broken clouds",04n,9,9,10,76,"2021-03-11 00:26:50"
"broken clouds",04n,9,9,9,76,"2021-03-11 00:09:59"
"broken clouds",04n,9,9,9,76,"2021-03-10 23:57:58"
"broken clouds",04n,9,9,9,76,"2021-03-10 23:41:26"
"broken clouds",04n,9,9,10,76,"2021-03-10 23:25:12"
"broken clouds",04n,9,9,9,76,"2021-03-10 23:10:14"
"broken clouds",04n,9,9,9,76,"2021-03-10 22:59:01"
"broken clouds",04n,9,9,9,76,"2021-03-10 22:39:57"
"broken clouds",04n,10,9,10,76,"2021-03-10 22:24:16"
"scattered clouds",03n,9,9,10,76,"2021-03-10 22:14:00"
"scattered clouds",03n,9,9,10,76,"2021-03-10 21:55:54"
"scattered clouds",03n,10,9,11,76,"2021-03-10 21:42:54"
"scattered clouds",03n,10,9,11,66,"2021-03-10 21:27:34"
"scattered clouds",03n,10,9,11,81,"2021-03-10 21:13:59"
"scattered clouds",03n,10,9,11,81,"2021-03-10 20:54:31"
"scattered clouds",03n,10,9,11,81,"2021-03-10 20:43:38"
"scattered clouds",03n,10,9,11,81,"2021-03-10 20:24:50"
"scattered clouds",03n,11,10,11,76,"2021-03-10 20:09:54"
